hourly_wage,staff_role,race,education,birth_year,depression,staff_age,staff_age_new,hr_wage_new
13,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1995,3,24,Between 20 and 40,Between $11 and $20
NA,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1963,4,56,More than 51,NA
14.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1992,2,27,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
8.09563409564,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1974,3,45,Between 41 and 50,Less than $10
20.32,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1982,5,37,Between 20 and 40,NA
14,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1984,0,35,Between 20 and 40,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1968,0,51,More than 51,Less than $10
11.42857142858,(1) Aide or assistant teacher,NA,(5) Some college credit but no degree,1978,1,41,Between 41 and 50,Between $11 and $20
15,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1966,7,53,More than 51,Between $11 and $20
9.375,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1975,7,44,Between 41 and 50,Less than $10
9,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1990,6,29,Between 20 and 40,Less than $10
NA,(1) Aide or assistant teacher,(3) Asian Only,(8) Graduate or professional degree,1965,1,54,More than 51,NA
10,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1950,2,69,More than 51,Less than $10
11.05,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1962,0,57,More than 51,Between $11 and $20
12.25,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1970,NA,49,Between 41 and 50,Between $11 and $20
12,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1958,0,61,More than 51,Between $11 and $20
17,"(2) Teacher, instructor, or lead teacher",NA,(8) Graduate or professional degree,1979,0,40,Between 20 and 40,Between $11 and $20
18,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1975,0,44,Between 41 and 50,Between $11 and $20
22.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1965,0,54,More than 51,Between $21 and $30
18.75,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1972,0,47,Between 41 and 50,Between $11 and $20
NA,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1984,0,35,Between 20 and 40,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1950,0,69,More than 51,Between $11 and $20
8,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1998,8,21,Between 20 and 40,Less than $10
28.84615384616,(1) Aide or assistant teacher,(2) Black or African American Only,"(6) Associate degree (AA, AS)",1980,0,39,Between 20 and 40,Between $21 and $30
15,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1992,0,27,Between 20 and 40,Between $11 and $20
13.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1973,3,46,Between 41 and 50,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1965,1,54,More than 51,Between $11 and $20
23.95833333334,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1958,1,61,More than 51,Between $21 and $30
10.70175438597,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1963,0,56,More than 51,NA
21.27,"(2) Teacher, instructor, or lead teacher",(1) White Only,(3) GED or high school equivalency,1958,2,61,More than 51,Between $21 and $30
12.5,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1983,4,36,Between 20 and 40,Between $11 and $20
13,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1972,0,47,Between 41 and 50,Between $11 and $20
20.25,(1) Aide or assistant teacher,(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1963,0,56,More than 51,NA
16.66666666667,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1974,0,45,Between 41 and 50,Between $11 and $20
9.25454545455,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1962,1,57,More than 51,Less than $10
20.19230769231,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1975,1,44,Between 41 and 50,NA
10.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(3) GED or high school equivalency,1964,0,55,More than 51,NA
16.33986928105,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1970,0,49,Between 41 and 50,Between $11 and $20
35.68108108109,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1985,21,34,Between 20 and 40,More than $31
9.30000000001,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1977,3.5,42,Between 41 and 50,Less than $10
12.025,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1975,14,44,Between 41 and 50,Between $11 and $20
18,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1989,0,30,Between 20 and 40,Between $11 and $20
8,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1995,5,24,Between 20 and 40,Less than $10
13,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1995,4,24,Between 20 and 40,Between $11 and $20
10.1,(3) Other/undetermined,(1) White Only,(1) Less than High School,1998,4,21,Between 20 and 40,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6875,(1) Aide or assistant teacher,(2) Black or African American Only,(4) High school graduate,1988,1,31,Between 20 and 40,Less than $10
14,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1965,2,54,More than 51,Between $11 and $20
NA,(1) Aide or assistant teacher,(2) Black or African American Only,(4) High school graduate,1950,0,69,More than 51,NA
13.25,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1996,2,23,Between 20 and 40,Between $11 and $20
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1988,8,31,Between 20 and 40,Less than $10
14.58333333334,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1965,1,54,More than 51,Between $11 and $20
10.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(3) GED or high school equivalency,1984,9,35,Between 20 and 40,NA
8.5,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1970,4,49,Between 41 and 50,Less than $10
13.75,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",NA,3,NA,NA,Between $11 and $20
51.42857142858,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1988,0,31,Between 20 and 40,More than $31
8,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1998,7,21,Between 20 and 40,Less than $10
9,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1950,0,69,More than 51,Less than $10
12,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1994,0,25,Between 20 and 40,Between $11 and $20
12.5,(1) Aide or assistant teacher,(3) Asian Only,(1) Less than High School,1998,7,21,Between 20 and 40,Between $11 and $20
17,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1990,7,29,Between 20 and 40,Between $11 and $20
15.69444444445,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1964,0,55,More than 51,Between $11 and $20
10,(1) Aide or assistant teacher,(1) White Only,(3) GED or high school equivalency,1986,NA,33,Between 20 and 40,Less than $10
15,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1974,0,45,Between 41 and 50,Between $11 and $20
21,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,(8) Graduate or professional degree,1980,0,39,Between 20 and 40,Between $21 and $30
8.30000000001,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1993,1,26,Between 20 and 40,Less than $10
9.2307692307699991,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1984,3,35,Between 20 and 40,Less than $10
22.79411764706,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1979,5,40,Between 20 and 40,Between $21 and $30
10,(1) Aide or assistant teacher,(2) Black or African American Only,(5) Some college credit but no degree,1996,7,23,Between 20 and 40,Less than $10
14,(1) Aide or assistant teacher,NA,(5) Some college credit but no degree,1984,3,35,Between 20 and 40,Between $11 and $20
17.10000000001,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1966,0,53,More than 51,Between $11 and $20
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,NA,1966,1,53,More than 51,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
8.91575,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1991,9,28,Between 20 and 40,Less than $10
8.75,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(4) High school graduate,1995,0,24,Between 20 and 40,Less than $10
21,"(2) Teacher, instructor, or lead teacher",(3) Asian Only,"(6) Associate degree (AA, AS)",1966,1,53,More than 51,Between $21 and $30
8.28,(1) Aide or assistant teacher,(2) Black or African American Only,(5) Some college credit but no degree,1973,3,46,Between 41 and 50,Less than $10
15,(1) Aide or assistant teacher,(3) Asian Only,"(7) Bachelor's degree (BA, BS, AB)",1965,0,54,More than 51,Between $11 and $20
7.25,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1979,0,40,Between 20 and 40,Less than $10
13.25,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1988,3,31,Between 20 and 40,Between $11 and $20
20,"(2) Teacher, instructor, or lead teacher",(8) Other,"(6) Associate degree (AA, AS)",1987,7,32,Between 20 and 40,Between $11 and $20
10.41666666667,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1985,0,34,Between 20 and 40,NA
12,(1) Aide or assistant teacher,NA,"(7) Bachelor's degree (BA, BS, AB)",NA,NA,NA,NA,Between $11 and $20
11.5,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1958,0,61,More than 51,Between $11 and $20
9.6153846153899991,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(5) Some college credit but no degree,1987,3,32,Between 20 and 40,Less than $10
15,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1992,0,27,Between 20 and 40,Between $11 and $20
15,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1958,1,61,More than 51,Between $11 and $20
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1996,0,23,Between 20 and 40,Less than $10
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1995,0,24,Between 20 and 40,Between $11 and $20
13,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1987,1,32,Between 20 and 40,Between $11 and $20
22,"(2) Teacher, instructor, or lead teacher",(8) Other,"(7) Bachelor's degree (BA, BS, AB)",1971,0,48,Between 41 and 50,Between $21 and $30
8.75,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1963,0,56,More than 51,Less than $10
52.08333333334,(1) Aide or assistant teacher,(2) Black or African American Only,"(6) Associate degree (AA, AS)",1979,0,40,Between 20 and 40,More than $31
30.55555555556,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1966,6,53,More than 51,NA
8.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1962,3,57,More than 51,Less than $10
24.85,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1950,4,69,More than 51,Between $21 and $30
16,(1) Aide or assistant teacher,NA,"(6) Associate degree (AA, AS)",1995,1,24,Between 20 and 40,Between $11 and $20
30,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(8) Graduate or professional degree,1985,6,34,Between 20 and 40,Between $21 and $30
17.31,(1) Aide or assistant teacher,(1) White Only,"(6) Associate degree (AA, AS)",1980,0,39,Between 20 and 40,Between $11 and $20
33.75,(1) Aide or assistant teacher,(1) White Only,(8) Graduate or professional degree,1982,4,37,Between 20 and 40,More than $31
8.25,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,(3) GED or high school equivalency,1981,2,38,Between 20 and 40,Less than $10
7.45,(1) Aide or assistant teacher,(1) White Only,(4) High school graduate,1972,0,47,Between 41 and 50,Less than $10
17,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1961,0,58,More than 51,Between $11 and $20
NA,NA,NA,NA,NA,NA,NA,NA,NA
54.9575,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1971,1,48,Between 41 and 50,More than $31
12.5,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1992,3,27,Between 20 and 40,Between $11 and $20
10,(1) Aide or assistant teacher,(8) Other,(5) Some college credit but no degree,1998,2,21,Between 20 and 40,Less than $10
14.58333333334,(1) Aide or assistant teacher,NA,(4) High school graduate,1991,4,28,Between 20 and 40,Between $11 and $20
26.08695652174,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(6) Associate degree (AA, AS)",1965,0,54,More than 51,Between $21 and $30
17.61363636364,(1) Aide or assistant teacher,(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1981,1,38,Between 20 and 40,Between $11 and $20
9.7,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1996,0,23,Between 20 and 40,Less than $10
NA,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(6) Associate degree (AA, AS)",1996,1,23,Between 20 and 40,NA
20,"(2) Teacher, instructor, or lead teacher",NA,"(6) Associate degree (AA, AS)",1983,0,36,Between 20 and 40,Between $11 and $20
15,"(2) Teacher, instructor, or lead teacher",(2) Black or African American Only,"(7) Bachelor's degree (BA, BS, AB)",1958,2,61,More than 51,Between $11 and $20
13.65,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1962,0,57,More than 51,Between $11 and $20
27.48611111112,"(2) Teacher, instructor, or lead teacher",(1) White Only,"(7) Bachelor's degree (BA, BS, AB)",1961,6,58,More than 51,Between $21 and $30
11,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1992,4,27,Between 20 and 40,Between $11 and $20
10,"(2) Teacher, instructor, or lead teacher",(1) White Only,(4) High school graduate,1994,4,25,Between 20 and 40,Less than $10
13.75,"(2) Teacher, instructor, or lead teacher",(1) White Only,(5) Some college credit but no degree,1982,3,37,Between 20 and 40,Between $11 and $20
9.45945945946,"(2) Teacher, instructor, or lead teacher",NA,(5) Some college credit but no degree,1950,9,69,More than 51,Less than $10
12,(1) Aide or assistant teacher,(1) White Only,(5) Some college credit but no degree,1985,0,34,Between 20 and 40,Between $11 and $20
30.71428571429,"(2) Teacher, instructor, or lead teacher",(1) White Only,(8) Graduate or professional degree,1980,0,39,Between 20 and 40,NA
